Ocurrències	Occitan	Morfologia oci	Francés	Morfologia fra (si diferent d’oci)	Comentaris 
3	horn	<n><m>			
3	horat	<n><m>			
3	*home/*home$				
3	Holar	<vblex>			
3	holar	<vblex>			
3	hilhòl	<n><m>			
3	Hèsta major	<n><f>			
3	hèsta major	<n><f>			
3	hèr# referéncia	<vblex>			
3	Hernando	<np><ant>			
3	hanga	<n><f>			
3	Halha	<n><f>			
3	Guinness	<np><al>			
3	Guernsey	<np><top>			
3	guaire	<adj>			
3	Grands Lacs	<np><top>			
3	governabilitat	<n><f>			
3	Galán	<np><al>			
3	galà	<n><m>			
3	Frankfurt	<np><top>			
3	frairastre	<n><m>			
3	fotbòl de taula	<n><m>			
3	fossat	<n><m>			
3	Fortaleza	<np><top>			
3	Forment	<n><m>			
3	forestau	<adj>			
3	foment	<n><m>			
3	fòlc	<n><m>			
3	foguet	<n><m>			
3	filmacion	<n><f>			
3	Fès	<np><top>			
3	Feda	<n><f>			
3	far# una denóncia	<vblex>			
3	Fam	<n><f>			
3	Família	<n><f>			
3	Famagosta	<np><top>			
3	extrèir	<vblex>			
3	extasi	<n><m>			
3	excepcionalitat	<n><f>			
3	eth tòn	<det><pos>			
3	Eth sòn	<prn><tn>			
3	eth nòste	<prn><tn>			
3	Estrech de Gibartar	<np><top>			
3	èster# en dificultat	<vbser>			
3	estendard	<n><m>			
3	estampaire	<n><m>			
3	èsser# una autra istòria	<vbser>			
3	Èsser# d'acòrdi	<vbser>			
3	esquist	<adj>			
3	esquinçar	<vblex>			
3	esportista	<n><mf>			
3	Espectator	<n><m>			
3	espectator	<n><f>			
3	espeçar	<vblex>			
3	escumenjar	<vblex>			
3	escolament	<n><m>			
3	escampilhada	<n><m>			
3	esbleugir	<vblex>			
3	Enquia	<pr>			
3	en pèças	<adv>			
3	Engenhar	<vblex>			
3	endarrerir	<vblex>			
3	en cò mieu	<adv>			
3	encetar	<vblex>			
3	encarar	<vblex>			
3	Empúries	<np><top>			
3	Embolh	<n><m>			
3	emblanquir	<vblex>			
3	elitista	<adj>			
3	Elbroz	<np><top>			
3	ebrèu	<adj>			
3	Dublín	<np><top>			
3	donar# l'aprobacion	<vblex>			
3	domaisèl	<n><f>			
3	Dodecanès	<np><top>			
3	Dnipropetrovsk	<np><top>			
3	diluïr	<vblex>			
3	Dilhèu	<adv>			
3	Diglossia	<n><f>			
3	digitau	<adj>			
3	difamar	<vblex>			
3	Dièta	<n><f>			
3	déuer	<vbmod><pri>			
3	detalhadament	<adv>			
3	desplaser	<n><m>			
3	descomptar	<vblex>			
3	desabitar	<vblex>			
3	Denver	<np><top>			
3	demorar# que	<vblex>			
3	demora	<n><f>			
3	delictiu	<n><f>			
3	de hèt	<adv>			
3	degrèu	<n><m>			
3	defalhiment	<n><m>			
3	davantièr	<adj>			
3	D'aquí a	<pr>			
3	crudeltat	<n><f>			
3	croishir	<vblex>			
3	CREIR	<vblex>			
3	Creir	<vblex>			
3	Creator	<n><m>			
3	cossent damb	<pr>			
3	cort suprèma	<n><f>			
3	corron	<n><m>			
3	Corrèu	<n><m>			
3	còrpus	<n><m>			
3	coquèl	<n><m>			
3	Còp# d'estat	<n><m>			
3	convèni	<n><m>			
3	Contribuïr	<vblex>			
3	contribuable	<n><m>			
3	Construire	<vblex>			
3	Constituïr	<vblex>			
3	Constar	<vblex>			
3	consensuau	<adj>			
3	consensuar	<vblex>			
3	Conselhèr	<n><m>			
3	cò nòstre	<adv>			
3	Coneishença	<n><f>			
3	coneishement	<n><m>			
3	Concòrdia	<n><f>			
3	concludir	<vblex>			
3	competitor	<adj>			
3	comarcau	<adj>			
3	Colom	<np><ant>			
3	Colómbia Britanica	<np><top>			
3	Colar	<vblex>			
3	cogòt	<n><m>			
3	çò ei	<adv>			
3	codinar	<vblex>			
3	Code	<n><m>			
3	coche	<n><m>			
3	clauson	<n><m>			
3	Clàudia	<np><ant>			
3	Classe	<n><f>			
3	Celta	<np><al>			
3	Caviar	<n><m>			
3	cauhar	<vblex>			
3	Castèl	<np><top>			
3	Casau	<np><top>			
3	Casau	<n><m>			
3	caractèr obligatòri	<n><m>			
3	Capitan	<n><m>			
3	candidat# per	<n><f>			
3	calfament	<n><m>			
3	çai-sus	<adv>			
3	Cairoan	<np><top>			
3	C	<adj>			
3	Cada còp	<adv>			
3	caciquisme	<n><m>			
3	BTT	<n><acr>			
3	Brindisi	<np><top>			
3	Bozen	<np><top>			
3	botiguièr	<n><m>			
3	Borir	<vblex>			
3	Bombai	<np><top>			
3	boèta	<n><f>			
3	Bilingüisme	<n><m>			
3	Biel	<np><ant>			
3	Béuer	<vblex>			
3	bèth un	<det><ind>			
3	Bergam	<np><top>			
3	Beltrán	<np><ant>			
3	BCN	<np><top>			
3	Batista	<n><mf>			
3	batista	<n><mf>			
3	Bassòra	<np><top>			
3	balhar# sosten	<vblex>			
3	avi	<n><m>			
3	aver# talent	<vblex>			
3	autopista	<n><f>			
3	autò	<n><m>			
3	Autan	<preadv>			
3	austriac	<adj>			
3	ausard	<adj>			
3	Aunor	<n><m>			
3	aulor	<n><f>			
3	audèth	<n><m>			
3	aubèrja	<n><f>			
3	ath viatge	<adv>			
3	Arròs	<np><top>			
3	arròca	<n><f>			
3	Armengol	<np><ant>			
3	Argos	<np><top>			
3	Aprofiechar	<vblex>			
3	aprochament	<n><m>			
3	a part	<adv>			
3	apariament	<n><m>			
3	Aparéisher	<vblex>			
3	A on	<adv><itg>			
3	Anuèch	<adv>			
3	Anti	<adj>			
3	Antananarivo	<np><top>			
3	a nòu oras	<adv>			
3	Andrinòple	<np><top>			
3	Andes	<np><top>			
3	ancessor	<n><f>			
3	anautit	<adj>			
3	anar# mau	<vblex>			
3	anar# mal	<vblex>			
3	amunt	<adv>			
3	ampliament	<n><m>			
3	amiar# entà deuant	<vblex>			
3	ambdús	<prn><tn>			
3	amanhagar	<vblex>			
3	a malgrat	<pr>			
3	A l'escòla	<adv>			
3	Al Andalós	<np><top>			
3	aimant	<n><mf>			
3	aglon	<n><m>			
3	afectuos	<adj>			
3	Adrià	<np><ant>			
3	Adèn	<np><top>			
3	a deman	<ij>			
3	actuar	<vblex>			
3	Aconcagua	<np><top>			
3	accés	<n><m>			
3	Abuja	<np><top>			
3	abans-darrièr	<adj>			
3	9,6%	<num><percent>			
3	94%	<num><percent>			
3	91,85%	<num><percent>			
3	835%	<num><percent>			
3	80,98%	<num><percent>			
3	77%	<num><percent>			
3	7,6%	<num><percent>			
3	74%	<num><percent>			
3	73%	<num><percent>			
3	69%	<num><percent>			
3	68%	<num><percent>			
3	5,2%	<num><percent>			
3	5,1%	<num><percent>			
3	51,9%	<num><percent>			
3	50,3%	<num><percent>			
3	4,5%	<num><percent>			
3	4,49%	<num><percent>			
3	41,53%	<num><percent>			
3	3,3%	<num><percent>			
3	29,9%	<num><percent>			
3	23,4%	<num><percent>			
3	21,3%	<num><percent>			
3	18,7%	<num><percent>			
3	1,7%	<num><percent>			
3	17,4%	<num><percent>			
3	16,7%	<num><percent>			
3	160%	<num><percent>			
3	12,6%	<num><percent>			
3	11,7%	<num><percent>			
3	10,6%	<num><percent>			
3	10,5%	<num><percent>			
3	10,02%	<num><percent>			
3	10,01%	<num><percent>			
3	0,9%	<num><percent>			
3	0,8%	<num><percent>			
3	0,6%	<num><percent>			
3	0,24%	<num><percent>			
3	0,05%	<num><percent>			
2	Zaporizhzhia	<np><top>			
2	XIX	<adj>			
2	www.zebda.fr	<num>			
2	www.ttip-leaks.org	<num>			
2	www.nuitsatypiques.org	<num>			
2	www.nissapantai.com	<num>			
2	www.macarel.org	<num>			
2	www.lengadoc.eu	<num>			
2	www.goursau.com	<num>			
2	www.fimoc.com	<num>			
2	www.escolesobertes.eu	<num>			
2	www.coarasa.fr	<num>			
2	vosati	<prn><tn>			
2	Volontàriament	<adv>			
2	Víuer	<vblex>			
2	Virgin	<np><al>			
2	vin# de champanha	<n><m>			
2	Vinaròs	<np><top>			
2	viatgèr	<n><m>			
2	Verbau	<adj>			
2	venir# independentas	<vblex>			
2	Varradòs	<np><top>			
2	varat	<n><m>			
2	vaquèr	<n><m>			
2	Vallès	<np><top>			
2	Valent	<adj>			
2	valencianista	<adj>			
2	Utís	<n><m>			
2	usatgèr	<n><m>			
2	usatgèr	<n><f>			
2	Ürümchi	<np><top>			
2	un pialèr de	<pr>			
2	Uelh	<n><m>			
2	uelhada	<n><f>			
2	UDL	<n><acr>			
2	ubicacion	<n><f>			
2	Uas	<n><m>			
2	tutejar	<vblex>			
2	Turíngia	<np><top>			
2	Tuador	<n><m>			
2	tròpa	<n><f>			
2	troncal	<adj>			
2	Trial	<n><m>			
2	trava	<n><f>			
2	trauèssa	<n><f>			
2	trauès	<n><m>			
2	transpirenenc	<adj>			
2	Tot lo monde	<prn><tn>			
2	toti amassa	<adv>			
2	Tostemp	<adv>			
2	Tokelau	<np><top>			
2	TMB	<n><acr>			
2	Titolar	<vblex>			
2	Tissa	<n><f>			
2	timbre	<n><m>			
2	Tijuana	<np><top>			
2	Tianjin	<np><top>			
2	Territoriau	<adj>			
2	terminau	<adj>			
2	Ténder	<vblex>			
2	temporau	<adj>			
2	Temporada	<n><f>			
2	Templèr	<n><m>			
2	tèisher	<vblex>			
2	Taxista	<n><mf>			
2	taus# de creissença	<n><m>			
2	Tardor	<n><f>			
2	tarde	<n><f>			
2	tà naut	<adv>			
2	Talhèr	<n><m>			
2	tà jo	<adv>			
2	taisar	<vblex>			
2	Ta	<det><pos>			
2	Suva	<np><top>			
2	suposar	<vblex>			
2	Sudafrica	<np><top>			
2	subreuman	<adj>			
2	subnuclear	<adj>			
2	subliminau	<adj>			
2	stand	<n><m>			
2	Stamford	<np><ant>			
2	*src/*src$				
2	Sostenible	<adj>			
2	sostenible	<adj>			
2	Sossa	<np><top>			
2	soscriptor	<n><m>			
2	Sòrt	<n><m>			
2	sonada	<n><f>			
2	Solet	<adj>			
2	solei	<n><m>			
2	soent	<adv>			
2	sobte	<adj>			
2	Sobrar	<vblex>			
2	Snowboard	<n><m>			
2	snowboard	<n><m>			
2	sindicau	<adj>			
2	Sindicatura	<n><f>			
2	simpòsi	<n><m>			
2	setmanal	<adj>			
2	Serrans	<np><top>			
2	Ser	<n><m>			
2	sequestrador	<n><m>			
2	semblant	<adj>			
2	sedusent	<adj>			
2	secretaria	<n><f>			
2	Sauvaguardar	<vblex>			
2	saumet	<n><f>			
2	Saudita	<adj>			
2	sasonièr	<adj>			
2	Sarawak	<np><top>			
2	Saratov	<np><top>			
2	Sandwich del Sud	<np><top>			
2	Samoa Americanas	<np><top>			
2	saldo	<n><m>			
2	SAINZ	<np><al>			
2	Saint Louis	<np><top>			
2	Sacrat	<adj>			
2	Ryukyu	<np><top>			
2	Royo	<np><al>			
2	Rosèr	<n><m>			
2	rodèla	<n><f>			
2	riseta	<n><f>			
2	revíuer	<vblex>			
2	revenja	<n><f>			
2	reunificacion	<n><f>			
2	Retenir	<vblex>			
2	rèpte	<n><m>			
2	repercusion	<n><f>			
2	Reméter	<vblex>			
2	Remercar	<vblex>			
2	Reggio de Calàbria	<np><top>			
2	reformulacion	<n><f>			
2	recuelhuda	<n><f>			
2	Reconeishença	<n><f>			
2	Rebalar	<vblex>			
2	rebaishar	<vblex>			
2	reaccionar	<vblex>			
2	RAS	<adv>			
2	ramadèr	<n><m>			
2	ramaderia	<n><f>			
2	racionau	<adj>			
2	Quio	<np><top>			
2	quèrra	<n><f>			
2	puntual	<adj>			
2	Publicitar	<vblex>			
2	publicitar	<vblex>			
2	prostrar	<vblex>			
2	proscrich	<adj>			
2	Profitar# de	<vblex>			
2	professorat	<n><m>			
2	Proesa	<n><f>			
2	procediment arbitrari	<n><m>			
2	procedéncia	<n><f>			
2	Pressupòst	<n><m>			
2	presomptiu	<adj>			
2	Prene# part	<vblex>			
2	Prene# en compte	<vblex>			
2	preguntar	<vblex>			
2	pregon	<adj>			
2	Praube	<adj>			
2	Prada	<np><top>			
2	Possibilitar	<vblex>			
2	posita	<n><f>			
2	portatil	<adj>			
2	Porgir	<vblex>			
2	Pònt	<n><m>			
2	Pompidor	<n><m>			
2	Poblet	<np><top>			
2	plurinacionau	<adj>			
2	pleament	<adv>			
2	plantejament	<n><m>			
2	plan d'ora	<adv>			
2	plaç	<n><m>			
2	piòt	<n><f>			
2	piòc	<n><m>			
2	pinha	<n><f>			
2	Pineròl	<np><top>			
2	pincelada	<n><f>			
2	Pili	<np><ant>			
2	Pièger	<adj>			
2	Peth prumèr còp	<adv>			
2	Peth moment	<adv>			
2	Pertocar	<vblex>			
2	perqué	<adv><itg>			
2	Perm	<np><top>			
2	permissiu	<adj>			
2	Peninsula de Kola	<np><top>			
2	penau	<adj>			
2	pejor	<adj>			
2	patrocini	<n><m>			
2	paternalisme	<n><m>			
2	partidista	<adj>			
2	parietau	<adj>			
2	paradoxau	<adj>			
2	pantalons	<n><m>			
2	pantalha	<n><f>			
2	Pallars	<np><top>			
2	Palanca	<n><f>			
2	pairau	<adj>			
2	Packard	<np><al>			
2	Ostende	<np><top>			
2	ostal.sirventes@wanadoo.fr	<num>			
2	ostal.sirventes@...	<num>			
2	ossardet	<n><f>			
2	Òrus	<np><ant>			
2	Oriòla	<np><top>			
2	operativitat	<n><f>			
2	Onze	<adj>			
2	onzau	<adj>			
2	OMC	<n><acr>			
2	Olot	<np><top>			
2	Olivia	<np><ant>			
2	nonanta cinc	<adj>			
2	NO	<adv>			
2	Nevada	<n><f>			
2	negror	<n><f>			
2	nefaste	<adj>			
2	Naut Empordan	<np><top>			
2	naut de tot	<adv>			
2	Nauta Cerdanha	<np><top>			
2	nauanta	<num><mf>			
2	Narcís	<np><ant>			
2	Nadal	<n><m>			
2	Nadalet	<n><m>			
2	Myanmar	<np><top>			
2	mutuau	<adj>			
2	museta	<n><f>			
2	municipalista	<adj>			
2	Mòta	<n><f>			
2	Mossen	<n><m>			
2	Mordovia	<np><top>			
2	Mont McKinley	<np><top>			
2	mont Everest	<np><top>			
2	monsénher	<n><m>			
2	Monròvia	<np><top>			
2	Món	<n><m>			
2	Mònica	<np><ant>			
2	molèstia	<n><f>			
2	Mistrau	<n><m>			
2	Missa	<n><f>			
2	miraclós	<adj>			
2	Minnesòta	<np><top>			
2	Milà	<np><al>			
2	Miègjorn	<np><top>			
2	Miaçar	<vblex>			
2	meteorològ	<n><m>			
2	metaforic	<adj>			
2	Mestre	<np><al>			
2	Meseguer	<np><al>			
2	mesadèr	<adj>			
2	menuta	<n><f>			
2	Menar# a tèrme	<vblex>			
2	mediador	<adj>			
2	meddia	<n><m>			
2	maugrat tot	<cnjadv>			
2	Maugrat que	<cnjadv>			
2	Maudire	<vblex>			
2	maudire	<vblex>			
2	matricular	<vblex>			
2	masurca	<n><f>			
2	MARTÍ	<np><ant>			
2	Marraquèsh	<np><top>			
2	Mar	<n><f>/Mer<n><f>$			
2	Màrius	<np><ant>			
2	Maritime	<adj>			
2	Marinièr	<adj>			
2	mar de Bering	<np><top>			
2	Maon	<np><top>			
2	maoïsta	<adj>			
2	Mantenir	<vblex>			
2	Manila	<np><top>			
2	mandra	<n><f>			
2	Manchoria	<np><top>			
2	manca# de contraròtle	<n><f>			
2	Malfisança	<n><f>			
2	Maladeta	<n><f>			
2	maitiada	<n><f>			
2	Maite	<np><ant>			
2	Mair	<n><f>			
2	Lviv	<np><top>			
2	Luònh	<adv>			
2	lunfèrn	<n><m>			
2	Lua	<n><f>			
2	LRA	<n><acr>			
2	Locau	<adj>			
2	Lo Cap	<np><top>			
2	Limerick	<np><top>			
2	Ligorna	<np><top>			
2	libraria.occitana@ieo	<num>			
2	Libraria	<n><f>			
2	lheidatan	<adj>			
2	lèu tot	<predet><m>			
2	Letícia	<np><ant>			
2	Leopard	<n><m>			
2	leis Aups	<np><top>			
2	LAU	<n><m>			
2	latifondista	<adj>			
2	La Sèu d'Urgèl	<np><top>			
2	Lahaur	<np><top>			
2	Lac Turkana	<np><top>			
2	lac Ontàrio	<np><top>			
2	lac Chad	<np><top>			
2	Kyoto	<np><top>			
2	Kosovë	<np><top>			
2	Kilimanjaro	<np><top>			
2	Kiev	<np><top>			
2	Kalahari	<np><top>			
2	jòus	<n><m>			
2	Josu	<np><ant>			
2	Josef	<np><ant>			
2	Joseba	<np><ant>			
2	Joèu	<np><top>			
2	Jerónimo	<np><ant>			
2	Jamès	<adv>			
2	jàder	<vblex>			
2	Jaca	<np><top>			
2	IU	<np><al>			
2	irrómper	<vblex>			
2	IRPF	<n><acr>			
2	ipocrita	<adj>			
2	Ioannina	<np><top>			
2	inversion	<n><f>			
2	intromission	<n><f>			
2	Intocable	<adj>			
2	intern@ute.com	<num>			
2	Interculturau	<adj>			
2	intercambiar	<vblex>			
2	innegable	<adj>			
2	in·hèrn	<n><m>			
2	info@....	<num>			
2	info@...	<num>			
2	info@lect...	<num>			
2	info@jornalet.com.	<num>			
2	influïr	<vblex>			
2	indiscutiblament	<adv>			
2	incresible	<adj>			
2	inacabable	<adj>			
2	Impuls	<n><m>			
2	imprimeire	<n><m>			
2	Illas de la Societat	<np><top>			
2	illas Cook	<np><top>			
2	Illas Britanicas	<np><top>			
2	illa de Pascas	<np><top>			
2	IEC	<n><acr>			
2	Hum	<n><m>			
2	hum	<n><m>			
2	Holet	<n><m>			
2	hòl	<adj>			
2	Hokkaido	<np><top>			
2	Hitge	<n><m>			
2	Hestejar	<vblex>			
2	herit	<n><f>			
2	hèr# impossible	<vblex>			
2	hèr# a pensar	<vblex>			
2	hemnesdeles@g....	<num>			
2	hart	<adj>			
2	hantauma	<n><m>			
2	hame	<n><f>			
2	Hamàs	<np><al>			
2	hada	<n><f>			
2	Guit	<n><m>			
2	Guerra	<n><f>			
2	Guàrdia	<n><mf>			
2	GR	<n><acr>			
2	grandesa	<n><f>			
2	Grad	<n><m>			
2	Governacion	<n><f>			
2	Gosset	<n><m>			
2	golf Persic	<np><top>			
2	Golf del Leon	<np><top>			
2	Gitan	<n><f>			
2	Gibraltar	<np><top>			
2	Georgia del Sud	<np><top>			
2	*generale/*generale$				
2	GELAR	<vblex>			
2	GB	<np><top>			
2	gat	<n><f>			
2	Gasteiz	<np><top>			
2	garròt	<n><m>			
2	Garrido	<np><al>			
2	Galindo	<np><ant>			
2	fretament	<n><m>			
2	fortin.edouard@...	<num>			
2	forquilha	<n><f>			
2	Fòrabandir	<vblex>			
2	Fòlc	<n><m>			
2	flauta	<n><f>			
2	filme	<n><m>/film<n><m>$			
2	far# independents	<vblex>			
2	far# concurréncia a	<vblex>			
2	far# atencion a	<vblex>			
2	família	<n><f>			
2	Faisan	<n><m>			
2	faisan	<n><m>			
2	façada	<n><f>			
2	Extremadura	<np><top>			
2	Exit	<n><m>			
2	exit	<n><m>			
2	exilhar	<vblex>			
2	Euromed	<np><al>			
2	Eth nòste	<det><pos>			
2	Esvaporar	<vblex>			
2	esturment	<n><m>			
2	estropiar	<vblex>			
2	estrident	<adj>			
2	Estrech de Bering	<np><top>			
2	estauviament	<n><m>			
2	estatus	<n><m>			
2	estatjant	<n><f>			
2	est'an passat	<adv>			
2	Estada	<n><f>			
2	èsser# malauta	<vbser>			
2	èsser# d'acòrd	<vbser>			
2	esprai	<n><m>			
2	esponja	<n><f>			
2	esperdigalhat	<adj>			
2	espelar	<vblex>			
2	escultar	<vblex>			
2	escriptura	<n><f>			
2	escaire	<n><m>			
2	esbolhar	<vblex>			
2	esblancossit	<adj>			
2	equatorial	<adj>			
2	Environar	<vblex>			
2	Enterpresa	<n><f>			
2	Enténer	<vblex>			
2	enténer# a parlar	<vblex>			
2	Enquestar	<vblex>			
2	En ocasion de	<pr>			
2	endarrierar	<vblex>			
2	En cò nòstre	<adv>			
2	Encara un còp	<adv>			
2	encaishar	<vblex>			
2	empresarial	<adj>			
2	Emparança	<n><f>			
2	emparament	<n><m>			
2	emocionau	<adj>			
2	emission	<n><f>/émission<n><f>$			
2	Emília	<np><top>			
2	elipòrt	<n><m>			
2	ei cèrt	<adv>			
2	economizar	<vblex>			
2	Dunedin	<np><top>			
2	Dundee	<np><top>			
2	dubte	<n><m>			
2	Donbass	<np><top>			
2	donar# sosten	<vblex>			
2	Domèni	<n><m>			
2	Dolly	<np><ant>			
2	DOGC	<n><acr>			
2	doctoral	<adj>			
2	dobertament	<adv>			
2	DNI	<n><acr>			
2	diuersitat	<n><f>			
2	discografic	<adj>			
2	dimission	<n><f>			
2	Diminucion	<n><f>			
2	digitalizacion	<n><f>			
2	difóner	<vblex>			
2	diferencial	<adj>			
2	diable	<n><f>			
2	dessarrar	<vblex>			
2	despús	<adv>			
2	des·hèir	<vblex>			
2	desencantar	<vblex>			
2	desdire	<vblex>			
2	Des de	<pr>			
2	desactivacion	<n><f>			
2	De passatge	<adv>			
2	De pas	<adv>			
2	Dempuòi	<adv>			
2	Demorar# en	<vblex>			
2	delator	<n><m>			
2	De la part de	<pr>			
2	deishar# anar	<vblex>			
2	Defugir	<vblex>			
2	decantar	<vblex>			
2	daurit	<adj>			
2	damb mès de	<pr>			
2	Daguestan	<np><top>			
2	curs	<n><m>			
2	cruciau	<adj>			
2	criar	<vblex>			
2	creishent	<adj>			
2	cò vòstre	<adv>			
2	còth	<n><m>			
2	cotar	<vblex>			
2	cortesiá	<n><f>			
2	cortesia	<n><f>			
2	Corral	<n><m>			
2	contondent	<adj>			
2	consomar	<vblex>			
2	cònse	<n><m>			
2	Consell	<np><top>			
2	conscienciacion	<n><f>			
2	confóner	<vblex>			
2	confidança	<n><f>			
2	Conéisher	<vblex>			
2	Conde	<n><m>			
2	concòrdia	<n><f>			
2	compte corrent	<n><m>			
2	comprovar	<vblex>			
2	compromís	<n><m>			
2	comprensiu	<adj>			
2	Compréner	<vblex>			
2	comprenença	<n><f>			
2	Comissionat	<n><m>			
2	combinacion	<n><f>			
2	combàter	<vblex>			
2	Coïmbra	<np><top>			
2	Clam	<n><m>			
2	Chivau	<n><m>			
2	chicolate	<n><m>			
2	Chat	<n><m>			
2	chai	<n><m>			
2	cerebrau	<adj>			
2	cendrèr	<n><m>			
2	celièr	<n><m>			
2	Celèbes	<np><top>			
2	CCRTV	<np><al>			
2	cauças	<n><f>			
2	CATALUNYA	<np><top>			
2	Castelhon de la Plana	<np><top>			
2	Carretèra	<n><f>			
2	carreg	<n><m>			
2	carisme	<n><m>			
2	caqui	<adj>			
2	capgròs	<n><m>			
2	Capcir	<np><top>			
2	capaç	<adj>			
2	can	<n><f>			
2	Cándido	<np><ant>			
2	cançonièr	<n><m>			
2	Canàries	<np><top>			
2	Canaquia	<np><top>			
2	Campà	<np><ant>			
2	Calderón	<np><al>			
2	cadea	<n><f>			
2	But	<n><m>			
2	Busca	<n><f>			
2	Burjassot	<np><top>			
2	burar	<vblex>			
2	Bueu	<n><m>			
2	Bucarèst	<np><top>			
2	Bua	<n><f>			
2	Brigalhar	<vblex>			
2	bricalhar	<vblex>			
2	Bric	<adv>			
2	Brèma	<np><top>			
2	Brau	<n><m>			
2	brandida	<n><f>			
2	Brandeborg	<np><top>			
2	bosiga	<n><f>			
2	borrèu	<n><m>			
2	borir	<vblex>			
2	borgesia	<n><f>			
2	bombon	<n><m>			
2	Bolegar	<vblex>			
2	Boi	<np><ant>			
2	BLU	<adj>			
2	Bidassoa	<np><top>			
2	bèth un	<prn><tn>			
2	Beròi	<adj>			
2	Benet	<np><ant>			
2	bèlpaire	<n><m>			
2	Bèl	<n><m>			
2	Belém	<np><top>			
2	Begós	<np><ant>			
2	Bastissa	<n><f>			
2	Bassa Navarra	<np><top>			
2	barrièra# de seguretat	<n><f>			
2	barrèra	<n><f>			
2	Baronia	<n><f>			
2	baronia	<n><f>			
2	Bari	<np><top>			
2	barceloniste	<adj>			
2	Barbastre	<np><top>			
2	baralha	<n><f>			
2	Baquèira	<np><al>			
2	Bangladesh	<np><top>			
2	Bangkok	<np><top>			
2	bandèra	<n><f>			
2	banau	<adj>			
2	Bahrain	<np><top>			
2	Avi	<n><m>			
2	avient	<adj>			
2	Aver# talent	<vblex>			
2	aver# res a veire	<vblex>			
2	Aver# pas res a veire	<vblex>			
2	Aver# lo sentiment	<vblex>			
2	aver# l'autorizacion	<vblex>			
2	Aver# de	<vbmod><fti>			
2	aver# a veire	<vblex>			
2	AVE	<n><acr>			
2	auxiliar	<vblex>			
2	Auto	<n><m>			
2	Autobús	<n><m>			
2	Autanplan	<adv>			
2	ausar	<vblex>			
2	Aupin	<adj>			
2	aunorar	<vblex>			
2	auer# de	<vbmod><inf>			
2	Auer# de	<vbmod><fti>			
2	Aubèrja	<n><f>			
2	ath còp	<adv>			
2	atenèu	<n><m>			
2	assessorament	<n><m>			
2	Artiga	<n><f>			
2	arriuet	<n><m>			
2	Arrevirar	<vblex>			
2	arrepervèri	<n><m>			
2	arrecuélher	<vblex>			
2	arrat	<n><m>			
2	arquitecturau	<adj>			
2	arpar	<vblex>			
2	arpalhand	<adj>			
2	Ardit	<adj>			
2	aranesista	<adj>			
2	arabe	<adj>			
2	aqui.loc@laposte.net	<num>			
2	aqüifèr	<n><m>			
2	aquatic	<adj>			
2	Aquari	<n><m>			
2	Apròp	<adv>			
2	Aperar	<vblex>			
2	a onze oras	<adv>			
2	anuèg	<n><m>			
2	anticatalanisme	<n><m>			
2	A nòu oras	<adv>			
2	Anonciar# que	<vblex>			
2	Anoia	<np><top>			
2	Annèxe	<adj>			
2	angel	<n><m>			
2	Andicapat	<adj>			
2	analfabèt	<adj>			
2	ambre	<adj>			
2	àmbit	<n><m>			
2	ambientau	<adj>			
2	ambiental	<adj>			
2	Ambedós	<prn><tn>			
2	alumne	<n><m>			
2	Aligança	<n><f>			
2	alièn	<adj>			
2	Álex	<np><ant>			
2	A lèu	<ij>			
2	alègre	<adj>			
2	Al darrièr	<adv>			
2	a la debuta de l'annada	<adv>			
2	ajut	<n><m>			
2	ajulhar	<vblex>			
2	A jo	<adv>			
2	aimar# mai	<vblex>			
2	ahiscar	<vblex>			
2	aguest maitin	<adv>			
2	Aglon	<n><m>			
2	aficionat	<adj>			
2	Ador	<np><top>/Adour<np><top>$			
2	a de bon	<adv>			
2	ADDA	<n><acr>			
2	acuelh@ostaldo....	<num>			
2	acuelh	<n><m>			
2	Acuélher	<vblex>			
2	ACPV	<n><acr>			
2	A cinc oras	<adv>			
2	a.cafegascondedacs@gmail.com	<num>			
2	Abruces	<np><top>			
2	abondiu	<adj>			
2	Abaissament	<n><m>			
2	97%	<num><percent>			
2	9,7%	<num><percent>			
2	95,3%	<num><percent>			
2	9,3%	<num><percent>			
2	9,2%	<num><percent>			
2	9,1%	<num><percent>			
2	90,10%	<num><percent>			
2	8,7%	<num><percent>			
2	8,6%	<num><percent>			
2	8,5%	<num><percent>			
2	83,99%	<num><percent>			
2	82%	<num><percent>			
2	8,21%	<num><percent>			
2	7,7%	<num><percent>			
2	77,7%	<num><percent>			
2	7,72%	<num><percent>			
2	7,3%	<num><percent>			
2	72,2%	<num><percent>			
2	7,1%	<num><percent>			
2	67,9%	<num><percent>			
2	6,75%	<num><percent>			
2	6,6%	<num><percent>			
2	64,7%	<num><percent>			
2	6,3%	<num><percent>			
2	6,2%	<num><percent>			
2	5,7%	<num><percent>			
2	5,47%	<num><percent>			
2	53,5%	<num><percent>			
2	52,9%	<num><percent>			
2	52,3%	<num><percent>			
2	51,7%	<num><percent>			
2	50,7%	<num><percent>			
2	50,58%	<num><percent>			
2	4,7%	<num><percent>			
2	4,70%	<num><percent>			
2	4,6%	<num><percent>			
2	44,63%	<num><percent>			
2	44,5%	<num><percent>			
2	43,51%	<num><percent>			
2	4,1%	<num><percent>			
2	41,5%	<num><percent>			
2	3,9%	<num><percent>			
2	39,60%	<num><percent>			
2	3,8%	<num><percent>			
2	3,7%	<num><percent>			
